"","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.length","log10.weight","log.length","log.weight","Cooks_D","SC"
"340",-11700,200601,88,212,"G-10",69322,1,81.8,NA,2,NA,NA,NA,430,25.2,NA,"2006",1.91275330367132,2.63346845557959,4.4042772436087,6.06378520868761,0.000246405722684705,"NS"
"343",-2829,200701,89,33,"G-09",69322,1,81.9,NA,2,NA,NA,NA,392,NA,NA,"2007",1.91328390176042,2.59328606702046,4.40549899085902,5.97126183979046,0.000227805188593964,"NS"
"346",1010953,200001,88,65,"I-07",69322,1,82,NA,2,NA,NA,NA,426,NA,NA,"2000",1.91381385238372,2.62940959910272,4.40671924726425,6.05443934626937,0.000104282594676422,"NS"
"347",1010930,200001,88,40,"G-09",69322,1,82,NA,2,NA,NA,NA,440,NA,NA,"2000",1.91381385238372,2.64345267648619,4.40671924726425,6.08677472691231,0.000420592895370206,"NS"
"348",1063189,200101,88,24,"I-10",69322,1,82,NA,2,NA,NA,NA,464,NA,NA,"2001",1.91381385238372,2.66651798055488,4.40671924726425,6.13988455222626,0.00140025595980879,"NS"
"350",-9058,201201,89,12,"J-12",69322,1,82.1,NA,2,NA,NA,NA,416,NA,NA,"2012",1.91434315711944,2.61909333062674,4.40793801645838,6.03068526026126,2.04279061493236e-06,"NS"
"354",-6126,201001,162,7,"I-15",69322,1,82.3,NA,2,NA,NA,NA,366,NA,NA,"2010",1.91539983521227,2.56348108539441,4.41037110768302,5.90263333340137,0.00171992649483426,"NS"
"356",-9755,201301,162,11,"F-13",69322,1,82.4,NA,2,NA,NA,NA,432,23.6,NA,"2013",1.91592721169712,2.63548374681491,4.41158543691543,6.06842558824411,9.44874618861103e-05,"NS"
"358",-9871,201301,89,10,"G-13",69322,1,82.5,NA,2,NA,NA,NA,434,NA,NA,"2013",1.91645394854993,2.63748972951251,4.41279829334063,6.07304453410041,9.91170605098582e-05,"NS"
"360",-8482,201201,162,11,"F-13",69322,1,82.6,NA,2,NA,NA,NA,384,NA,NA,"2012",1.91698004732038,2.58433122436753,4.41400968052693,5.95064255258773,0.000881096545912373,"NS"
"363",-8196,201101,89,207,"H-11",69322,1,82.7,NA,2,NA,NA,NA,472,NA,NA,"2011",1.91750550955255,2.67394199863409,4.41521960202965,6.15697898558556,0.00114382180282689,"NS"
"364",-5697,200901,88,204,"I-13",69322,1,82.8,NA,2,NA,NA,NA,382,NA,NA,"2009",1.91803033678488,2.58206336291171,4.41642806139121,5.94542060860658,0.00112495203818514,"NS"
"367",-16360,201701,94,23,"K-10",69322,1,82.8,NA,2,NA,NA,NA,485,NA,NA,"2017",1.91803033678488,2.68574173860226,4.41642806139121,6.18414889093748,0.00168484111188327,"NS"
"369",-7498,201101,89,6,"K-13",69322,1,82.9,NA,2,NA,NA,NA,452,NA,NA,"2011",1.91855453055027,2.65513843481138,4.41763506214125,6.11368217983223,0.000317102296734832,"NS"
"371",-2887,200701,88,29,"J-12",69322,1,83,NA,2,NA,NA,NA,388,27.1,NA,"2007",1.91907809237607,2.58883172559421,4.4188406077966,5.96100533962327,0.000953858330166113,"NS"
"373",1010911,200001,88,21,"I-11",69322,1,83,NA,2,NA,NA,NA,410,NA,NA,"2000",1.91907809237607,2.61278385671974,4.4188406077966,6.01615715969835,0.000188643618639053,"NS"
"374",-18770,201901,162,18,"J-10",69322,1,83,NA,2,NA,NA,NA,424,NA,NA,"2019",1.91907809237607,2.62736585659273,4.4188406077966,6.04973345523196,1.08503020265249e-05,"NS"
"375",1010912,200001,88,22,"H-11",69322,1,83,NA,2,NA,NA,NA,430,NA,NA,"2000",1.91907809237607,2.63346845557959,4.4188406077966,6.06378520868761,1.15672098572936e-06,"NS"
"376",1063396,200101,89,13,"F-13",69322,1,83,NA,2,NA,NA,NA,448,NA,NA,"2001",1.91907809237607,2.65127801399814,4.4188406077966,6.10479323241498,0.000191192467420939,"NS"
"377",-9376,201201,162,232,"E-12",69322,1,83.2,NA,2,NA,NA,NA,456,NA,NA,"2012",1.92012332629072,2.65896484266443,4.42124734782716,6.12249280951439,0.000285853215617065,"NS"
"378",-4813,200901,88,8,"H-14",69322,1,83.3,NA,2,NA,NA,NA,406,NA,NA,"2009",1.92064500140679,2.60852603357719,4.4224485491728,6.00635315960173,0.000406134459036168,"NS"
"381",-2816,200701,89,20,"E-12",69322,1,83.4,NA,2,NA,NA,NA,394,NA,NA,"2007",1.92116605063774,2.59549622182557,4.4236483093647,5.97635090929793,0.000930478896481146,"NS"
"387",-9279,201201,162,225,"G-13",69322,1,83.5,NA,2,NA,NA,NA,480,NA,NA,"2012",1.9216864754836,2.68124123737559,4.42484663185681,6.17378610390194,0.000846010043750473,"NS"
"391",-8488,201201,162,17,"I-11",69322,1,83.8,NA,2,NA,NA,NA,396,NA,NA,"2012",1.92324401863028,2.59769518592551,4.42843300748804,5.98141421125448,0.00110510554586021,"NS"
"392",-11260,200601,134,8,"I-13",69322,1,83.8,NA,2,NA,NA,NA,434,NA,NA,"2006",1.92324401863028,2.63748972951251,4.42843300748804,6.07304453410041,2.7927207543072e-05,"NS"
"398",1010912,200001,88,22,"H-11",69322,1,84,NA,2,NA,NA,NA,406,NA,NA,"2000",1.92427928606188,2.60852603357719,4.43081679884331,6.00635315960173,0.000771712404267884,"NS"
"401",1010913,200001,88,23,"G-11",69322,1,84,NA,2,NA,NA,NA,420,NA,NA,"2000",1.92427928606188,2.6232492903979,4.43081679884331,6.04025471127741,0.00030570227519831,"NS"
"402",1010911,200001,88,21,"I-11",69322,1,84,NA,2,NA,NA,NA,424,NA,NA,"2000",1.92427928606188,2.62736585659273,4.43081679884331,6.04973345523196,0.000213329340000169,"NS"
"404",1010687,200001,89,11,"F-12",69322,1,84,NA,2,NA,NA,NA,440,NA,NA,"2000",1.92427928606188,2.64345267648619,4.43081679884331,6.08677472691231,1.12690875641205e-05,"NS"
"405",1010913,200001,88,23,"G-11",69322,1,84,NA,2,NA,NA,NA,448,NA,NA,"2000",1.92427928606188,2.65127801399814,4.43081679884331,6.10479323241498,4.4731858354526e-06,"NS"
"406",1010911,200001,88,21,"I-11",69322,1,84,NA,2,NA,NA,NA,448,NA,NA,"2000",1.92427928606188,2.65127801399814,4.43081679884331,6.10479323241498,4.4731858354526e-06,"NS"
"407",-16360,201701,94,23,"K-10",69322,1,84,NA,2,NA,NA,NA,450,NA,NA,"2017",1.92427928606188,2.65321251377534,4.43081679884331,6.10924758276437,1.20249913466693e-05,"NS"
"411",-11702,200601,88,214,"E-10",69322,1,84,NA,2,NA,NA,NA,518,25.2,NA,"2006",1.92427928606188,2.71432975974523,4.43081679884331,6.24997524225948,0.0021348544499058,"NS"
"416",-11263,200601,134,11,"E-12",69322,1,84.2,NA,2,NA,NA,NA,480,NA,NA,"2006",1.92531209149965,2.68124123737559,4.43319492124828,6.17378610390194,0.000428801991737258,"NS"
"423",-9879,201301,89,18,"J-11",69322,1,84.6,NA,2,NA,NA,NA,454,NA,NA,"2013",1.92737036303902,2.6570558528571,4.43793426661218,6.11809719804135,3.65541995485371e-07,"NS"
"424",-11266,200601,134,14,"G-11",69322,1,84.6,NA,2,NA,NA,NA,466,NA,NA,"2006",1.92737036303902,2.66838591669,4.43793426661218,6.14418563412565,5.19366244338769e-05,"NS"
"425",-4814,200901,88,9,"G-14",69322,1,84.7,NA,2,NA,NA,NA,404,NA,NA,"2009",1.92788341033071,2.60638136511061,4.43911560165801,6.00141487796115,0.00133682499922023,"NS"
"428",-5698,200901,88,205,"H-13",69322,1,84.7,NA,2,NA,NA,NA,442,NA,NA,"2009",1.92788341033071,2.64542226934909,4.43911560165801,6.0913098820777,9.42818427430201e-05,"NS"
"435",1010911,200001,88,21,"I-11",69322,1,85,NA,2,NA,NA,NA,436,NA,NA,"2000",1.92941892571429,2.63948648926859,4.44265125649032,6.07764224334903,0.000288304301217614,"NS"
"436",1010910,200001,88,20,"J-11",69322,1,85,NA,2,NA,NA,NA,448,NA,NA,"2000",1.92941892571429,2.65127801399814,4.44265125649032,6.10479323241498,7.96776323642435e-05,"NS"
"437",-11684,200601,88,196,"I-12",69322,1,85,NA,2,NA,NA,NA,464,14.2,NA,"2006",1.92941892571429,2.66651798055488,4.44265125649032,6.13988455222626,2.19707393012383e-06,"NS"
"439",1063405,200101,89,22,"J-11",69322,1,85,NA,2,NA,NA,NA,512,NA,NA,"2001",1.92941892571429,2.70926996097583,4.44265125649032,6.23832462503951,0.000941305456011739,"NS"
"448",-11704,200601,88,216,"E-09",69322,1,85.4,NA,2,NA,NA,NA,528,23.7,NA,"2006",1.93145787068901,2.72263392253381,4.44734610079452,6.26909628370626,0.00123312895427233,"NS"
"450",-16507,201701,94,61,"J-08",69322,1,85.5,NA,2,NA,NA,NA,450,NA,NA,"2017",1.93196611472817,2.65321251377534,4.44851637594271,6.10924758276437,0.000166417807799222,"NS"
"451",-2821,200701,89,25,"I-11",69322,1,85.5,NA,2,NA,NA,NA,462,NA,NA,"2007",1.93196611472817,2.66464197555613,4.44851637594271,6.13556489108174,2.6888079787353e-05,"NS"
"454",-2882,200701,88,24,"F-13",69322,1,85.6,NA,2,NA,NA,NA,512,27,NA,"2007",1.93247376467715,2.70926996097583,4.4496852831477,6.23832462503951,0.000566906992169111,"NS"
"458",-6367,201001,89,8,"I-14",69322,1,85.8,NA,2,NA,NA,NA,416,NA,NA,"2010",1.93348728784871,2.61909333062674,4.45201900649392,6.03068526026126,0.00151104404854188,"NS"
"459",-16357,201701,94,20,"I-11",69322,1,85.8,NA,2,NA,NA,NA,470,NA,NA,"2017",1.93348728784871,2.67209785793572,4.45201900649392,6.1527326947041,1.11847634808308e-05,"NS"
"460",-9376,201201,162,232,"E-12",69322,1,85.8,NA,2,NA,NA,NA,500,NA,NA,"2012",1.93348728784871,2.69897000433602,4.45201900649392,6.21460809842219,0.000215134236289296,"NS"
"462",-16358,201701,94,21,"J-11",69322,1,85.9,NA,2,NA,NA,NA,455,NA,NA,"2017",1.93399316383124,2.65801139665711,4.45318382899021,6.12029741895095,0.000190872254002306,"NS"
"464",-8195,201101,89,206,"H-12",69322,1,85.9,NA,2,NA,NA,NA,496,NA,NA,"2011",1.93399316383124,2.6954816764902,4.45318382899021,6.20657592672493,0.000126364427727063,"NS"
"465",-18771,201901,162,19,"I-10",69322,1,85.9,NA,2,NA,NA,NA,508,NA,NA,"2019",1.93399316383124,2.70586371228392,4.45318382899021,6.23048144757848,0.000330650248670252,"NS"
"471",1010911,200001,88,21,"I-11",69322,1,86,NA,2,NA,NA,NA,432,NA,NA,"2000",1.93449845124357,2.63548374681491,4.45434729625351,6.06842558824411,0.000892118885197277,"NS"
"474",1010912,200001,88,22,"H-11",69322,1,86,NA,2,NA,NA,NA,466,NA,NA,"2000",1.93449845124357,2.66838591669,4.45434729625351,6.14418563412565,6.26888687008907e-05,"NS"
"475",1010911,200001,88,21,"I-11",69322,1,86,NA,2,NA,NA,NA,488,NA,NA,"2000",1.93449845124357,2.68841982200271,4.45434729625351,6.19031540585315,2.96808993580948e-05,"NS"
"476",1010692,200001,89,16,"J-13",69322,1,86,NA,2,NA,NA,NA,498,NA,NA,"2000",1.93449845124357,2.69722934275972,4.45434729625351,6.21060007702465,0.000128262468168879,"NS"
"478",1010687,200001,89,11,"F-12",69322,1,86,NA,2,NA,NA,NA,518,NA,NA,"2000",1.93449845124357,2.71432975974523,4.45434729625351,6.24997524225948,0.000516828818982517,"NS"
"479",-6371,201001,89,12,"F-13",69322,1,86,NA,2,NA,NA,NA,542,NA,NA,"2010",1.93449845124357,2.73399928653839,4.45434729625351,6.29526600143965,0.00128568299544571,"NS"
"480",-7499,201101,89,7,"J-13",69322,1,86.1,NA,2,NA,NA,NA,458,NA,NA,"2011",1.93500315145365,2.66086547800387,4.45550941143368,6.12686918411419,0.000194787935561201,"NS"
"484",-5694,200901,88,201,"I-11",69322,1,86.2,NA,2,NA,NA,NA,444,NA,NA,"2009",1.93550726582471,2.64738297011462,4.45667017766965,6.09582456243222,0.000572421158098929,"NS"
"494",-11275,200601,134,23,"H-09",69322,1,86.5,NA,2,NA,NA,NA,448,NA,NA,"2006",1.93701610746481,2.65127801399814,4.46014441393783,6.10479323241498,0.000590770302566646,"NS"
"495",-6137,201001,162,18,"I-11",69322,1,86.5,NA,2,NA,NA,NA,474,NA,NA,"2010",1.93701610746481,2.67577834167409,4.46014441393783,6.16120732169508,6.64200793744735e-05,"NS"
"496",-9376,201201,162,232,"E-12",69322,1,86.5,NA,2,NA,NA,NA,524,NA,NA,"2012",1.93701610746481,2.71933128698373,4.46014441393783,6.26149168432104,0.000423111342354797,"NS"
"498",-17333,201701,94,223,"F-11",69322,1,86.7,NA,2,NA,NA,NA,472,26.3,NA,"2017",1.93801909747621,2.67394199863409,4.4624538837865,6.15697898558556,0.000129476453888383,"NS"
"500",-9072,201201,89,26,"I-10",69322,1,86.7,NA,2,NA,NA,NA,494,NA,NA,"2012",1.93801909747621,2.69372694892365,4.4624538837865,6.20253551718792,2.58304119160463e-06,"NS"
"501",-16350,201701,162,11,"G-13",69322,1,86.7,NA,2,NA,NA,NA,506,NA,NA,"2017",1.93801909747621,2.7041505168398,4.4624538837865,6.22653666928747,7.13813417312584e-05,"NS"
"504",-4813,200901,88,8,"H-14",69322,1,86.8,NA,2,NA,NA,NA,530,NA,NA,"2009",1.93851972517649,2.72427586960079,4.4636066216663,6.27287700654617,0.000423589967547976,"NS"
"507",-11690,200601,88,202,"G-12",69322,1,86.9,NA,2,NA,NA,NA,538,24.7,NA,"2006",1.93901977644867,2.73078227566639,4.46475803227135,6.28785856016178,0.000564598978003953,"NS"
"510",1010902,200001,88,12,"H-13",69322,1,87,NA,2,NA,NA,NA,444,NA,NA,"2000",1.93951925261862,2.64738297011462,4.46590811865458,6.09582456243222,0.0010031680877542,"NS"
"512",1010913,200001,88,23,"G-11",69322,1,87,NA,2,NA,NA,NA,470,NA,NA,"2000",1.93951925261862,2.67209785793572,4.46590811865458,6.1527326947041,0.00024222825382962,"NS"
"517",-17336,201701,94,226,"G-13",69322,1,87,NA,2,NA,NA,NA,548,24.3,NA,"2017",1.93951925261862,2.73878055848437,4.46590811865458,6.30627528694802,0.000778412766387254,"NS"
"518",-16357,201701,94,20,"I-11",69322,1,87.1,NA,2,NA,NA,NA,500,NA,NA,"2017",1.94001815500766,2.69897000433602,4.46705688385846,6.21460809842219,8.66978242376519e-07,"NS"
"522",-11705,200601,88,217,"F-09",69322,1,87.3,NA,2,NA,NA,NA,460,24.4,NA,"2006",1.94101424370557,2.66275783168157,4.46935046284556,6.13122648948314,0.000601809329269911,"NS"
"523",-2893,200701,88,35,"G-10",69322,1,87.3,NA,2,NA,NA,NA,468,25.7,NA,"2007",1.94101424370557,2.67024585307412,4.46935046284556,6.14846829591765,0.000387495727486045,"NS"
"526",-16508,201701,94,62,"J-07",69322,1,87.4,NA,2,NA,NA,NA,455,NA,NA,"2017",1.9415114326344,2.65801139665711,4.47049528266149,6.12029741895095,0.000814861796351924,"NS"
"530",-18879,201901,94,42,"I-08",69322,1,87.6,NA,2,NA,NA,NA,532,NA,NA,"2019",1.94250410616808,2.72591163229505,4.47278099794235,6.27664348934164,0.000175162703161587,"NS"
"533",-11685,200601,88,197,"J-12",69322,1,87.7,NA,2,NA,NA,NA,484,25,NA,"2006",1.94299959336604,2.68484536164441,4.47392189937814,6.18208490671663,0.000199597451205456,"NS"
"535",-16372,201701,94,37,"J-09",69322,1,87.7,NA,2,NA,NA,NA,500,NA,NA,"2017",1.94299959336604,2.69897000433602,4.47392189937814,6.21460809842219,2.56974662939628e-05,"NS"
"536",-9275,201201,162,221,"H-14",69322,1,87.7,NA,2,NA,NA,NA,524,NA,NA,"2012",1.94299959336604,2.71933128698373,4.47392189937814,6.26149168432104,6.38263377898204e-05,"NS"
"538",-2828,200701,89,32,"H-09",69322,1,87.8,NA,2,NA,NA,NA,478,NA,NA,"2007",1.9434945159061,2.67942789661212,4.47506150064107,6.16961073249146,0.000344230832161034,"NS"
"541",1010934,200001,88,44,"J-09",69322,1,88,NA,2,NA,NA,NA,454,NA,NA,"2000",1.94448267215017,2.6570558528571,4.47733681447821,6.11809719804135,0.00120328428846766,"NS"
"542",1010911,200001,88,21,"I-11",69322,1,88,NA,2,NA,NA,NA,470,NA,NA,"2000",1.94448267215017,2.67209785793572,4.47733681447821,6.1527326947041,0.000630401606041949,"NS"
"543",1010911,200001,88,21,"I-11",69322,1,88,NA,2,NA,NA,NA,480,NA,NA,"2000",1.94448267215017,2.68124123737559,4.47733681447821,6.17378610390194,0.000371879494850369,"NS"
"545",1010903,200001,88,13,"I-13",69322,1,88,NA,2,NA,NA,NA,504,NA,NA,"2000",1.94448267215017,2.70243053644553,4.47733681447821,6.22257626807137,3.35037215056171e-05,"NS"
"546",1010911,200001,88,21,"I-11",69322,1,88,NA,2,NA,NA,NA,524,NA,NA,"2000",1.94448267215017,2.71933128698373,4.47733681447821,6.26149168432104,2.47628172664092e-05,"NS"
"547",1010897,200001,88,7,"H-15",69322,1,88,NA,2,NA,NA,NA,526,NA,NA,"2000",1.94448267215017,2.72098574415374,4.47733681447821,6.26530121273771,3.63607298455957e-05,"NS"
"548",1063186,200101,88,21,"F-10",69322,1,88,NA,2,NA,NA,NA,526,NA,NA,"2001",1.94448267215017,2.72098574415374,4.47733681447821,6.26530121273771,3.63607298455957e-05,"NS"
"558",-16326,201701,94,16,"F-11",69322,1,88.2,NA,2,NA,NA,NA,550,NA,NA,"2017",1.94546858513182,2.74036268949424,4.47960696301275,6.30991827822652,0.000266671376068691,"NS"
"565",-11702,200601,88,214,"E-10",69322,1,88.4,NA,2,NA,NA,NA,520,19.5,NA,"2006",1.94645226501307,2.7160033436348,4.4818719696436,6.25382881157547,1.12764469686229e-06,"NS"
"567",-11266,200601,134,14,"G-11",69322,1,88.5,NA,2,NA,NA,NA,488,NA,NA,"2006",1.94694327069783,2.68841982200271,4.48300255201388,6.19031540585315,0.000376203433466234,"NS"
"571",-8487,201201,162,16,"J-11",69322,1,88.6,NA,2,NA,NA,NA,528,NA,NA,"2012",1.94743372188705,2.72263392253381,4.48413185761104,6.26909628370626,1.38696020814984e-06,"NS"
"574",-9278,201201,162,224,"F-13",69322,1,88.7,NA,2,NA,NA,NA,528,NA,NA,"2012",1.94792361983173,2.72263392253381,4.48525988931553,6.26909628370626,4.55659511431301e-08,"NS"
"575",-11705,200601,88,217,"F-09",69322,1,88.7,NA,2,NA,NA,NA,542,25.6,NA,"2006",1.94792361983173,2.73399928653839,4.48525988931553,6.29526600143965,5.3834673900068e-05,"NS"
"578",-16510,201701,94,64,"I-08",69322,1,88.8,NA,2,NA,NA,NA,495,NA,NA,"2017",1.9484129657786,2.69460519893357,4.48638664999812,6.20455776256869,0.000333922499927954,"NS"
"579",-9751,201301,162,7,"I-14",69322,1,88.8,NA,2,NA,NA,NA,532,20.9,NA,"2013",1.9484129657786,2.72591163229505,4.48638664999812,6.27664348934164,1.70164956814376e-06,"NS"
"584",-16357,201701,94,20,"I-11",69322,1,88.9,NA,2,NA,NA,NA,510,NA,NA,"2017",1.94890176097021,2.70757017609794,4.48751214251986,6.23441072571837,0.000123156045718817,"NS"
"585",-16358,201701,94,21,"J-11",69322,1,88.9,NA,2,NA,NA,NA,525,NA,NA,"2017",1.94890176097021,2.72015930340596,4.48751214251986,6.26339826259162,1.05147743379838e-05,"NS"
"587",-16340,201701,94,12,"J-12",69322,1,89,NA,2,NA,NA,NA,460,NA,NA,"2017",1.94939000664491,2.66275783168157,4.48863636973214,6.13122648948314,0.00159368888231817,"NS"
"591",1010687,200001,89,11,"F-12",69322,1,89,NA,2,NA,NA,NA,488,NA,NA,"2000",1.94939000664491,2.68841982200271,4.48863636973214,6.19031540585315,0.000573398852015939,"NS"
"593",1010911,200001,88,21,"I-11",69322,1,89,NA,2,NA,NA,NA,516,NA,NA,"2000",1.94939000664491,2.71264970162721,4.48863636973214,6.24610676548156,7.85348821189127e-05,"NS"
"596",1010901,200001,88,11,"G-13",69322,1,89,NA,2,NA,NA,NA,522,NA,NA,"2000",1.94939000664491,2.71767050300226,4.48863636973214,6.25766758788264,3.29063519121778e-05,"NS"
"597",1010911,200001,88,21,"I-11",69322,1,89,NA,2,NA,NA,NA,524,NA,NA,"2000",1.94939000664491,2.71933128698373,4.48863636973214,6.26149168432104,2.21137203389558e-05,"NS"
"598",1010687,200001,89,11,"F-12",69322,1,89,NA,2,NA,NA,NA,534,NA,NA,"2000",1.94939000664491,2.72754125702856,4.48863636973214,6.2803958389602,1.66795674492489e-07,"NS"
"599",1010930,200001,88,40,"G-09",69322,1,89,NA,2,NA,NA,NA,540,NA,NA,"2000",1.94939000664491,2.73239375982297,4.48863636973214,6.29156913955832,1.17595557158243e-05,"NS"
"600",1063406,200101,89,23,"I-11",69322,1,89,NA,2,NA,NA,NA,560,NA,NA,"2001",1.94939000664491,2.7481880270062,4.48863636973214,6.32793678372919,0.000175869518874087,"NS"
"601",-13935,201501,162,17,"H-12",69322,1,89,NA,2,NA,NA,NA,568,NA,NA,"2015",1.94939000664491,2.75434833571102,4.48863636973214,6.34212141872115,0.000292291673360097,"NS"
"606",-13960,201501,94,26,"D-09",69322,1,89.1,NA,2,NA,NA,NA,558,NA,NA,"2015",1.94987770403687,2.74663419893758,4.48975933447676,6.32435896238131,0.000128093230271245,"NS"
"610",-17340,201701,94,230,"H-12",69322,1,89.2,NA,2,NA,NA,NA,492,23.8,NA,"2017",1.95036485437612,2.69196510276736,4.49088103958596,6.19847871649231,0.000553753176831898,"NS"
"614",-2893,200701,88,35,"G-10",69322,1,89.3,NA,2,NA,NA,NA,476,25.4,NA,"2007",1.95085145888855,2.67760695272049,4.49200148788245,6.16541785423142,0.00110879177720382,"NS"
"617",-4426,200801,88,192,"J-11",69322,1,89.3,NA,2,NA,NA,NA,608,25.7,NA,"2008",1.95085145888855,2.78390357927274,4.49200148788245,6.41017488196617,0.00105138428672794,"NS"
"618",-11681,200601,88,193,"I-10",69322,1,89.3,NA,2,NA,NA,NA,618,26.2,NA,"2006",1.95085145888855,2.79098847508882,4.49200148788245,6.42648845745769,0.00135465754314347,"NS"
"621",-4814,200901,88,9,"G-14",69322,1,89.4,NA,2,NA,NA,NA,510,NA,NA,"2009",1.95133751879592,2.70757017609794,4.49312068217947,6.23441072571837,0.00024579082458256,"NS"
"623",-8487,201201,162,16,"J-11",69322,1,89.4,NA,2,NA,NA,NA,602,NA,NA,"2012",1.95133751879592,2.77959649125782,4.49312068217947,6.40025744530882,0.000826891020449984,"NS"
"626",-16351,201701,162,12,"F-13",69322,1,89.5,NA,2,NA,NA,NA,538,NA,NA,"2017",1.95182303531591,2.73078227566639,4.49423862528081,6.28785856016178,5.24763607977657e-06,"NS"
"631",-2886,200701,88,28,"I-12",69322,1,89.6,NA,2,NA,NA,NA,524,27.7,NA,"2007",1.95230800966213,2.71933128698373,4.49535531998088,6.26149168432104,0.000105074277377068,"NS"
"634",-16364,201701,94,27,"G-10",69322,1,89.6,NA,2,NA,NA,NA,560,NA,NA,"2017",1.95230800966213,2.7481880270062,4.49535531998088,6.32793678372919,5.58165454809042e-05,"NS"
"635",-7593,201101,162,29,"D-10",69322,1,89.7,NA,2,NA,NA,NA,518,NA,NA,"2011",1.95279244304409,2.71432975974523,4.49647076906475,6.24997524225948,0.000202254691504193,"NS"
"636",-7572,201101,162,8,"J-14",69322,1,89.7,NA,2,NA,NA,NA,520,NA,NA,"2011",1.95279244304409,2.7160033436348,4.49647076906475,6.25382881157547,0.000174138488010794,"NS"
"637",-13937,201501,162,19,"J-12",69322,1,89.7,NA,2,NA,NA,NA,562,NA,NA,"2015",1.95279244304409,2.74973631556906,4.49647076906475,6.33150184989369,5.5851968903497e-05,"NS"
"639",-8197,201101,89,208,"G-11",69322,1,89.8,NA,2,NA,NA,NA,592,NA,NA,"2011",1.9532763366673,2.77232170672292,4.49758497530815,6.38350663488401,0.000413637993318984,"NS"
"641",1010911,200001,88,21,"I-11",69322,1,90,NA,2,NA,NA,NA,476,NA,NA,"2000",1.95424250943932,2.67760695272049,4.49980967033027,6.16541785423142,0.00153976619141546,"NS"
"643",1010912,200001,88,22,"H-11",69322,1,90,NA,2,NA,NA,NA,528,NA,NA,"2000",1.95424250943932,2.72263392253381,4.49980967033027,6.26909628370626,0.000140079182296677,"NS"
"647",1063188,200101,88,23,"H-10",69322,1,90,NA,2,NA,NA,NA,552,NA,NA,"2001",1.95424250943932,2.7419390777292,4.49980967033027,6.31354804627709,7.3936866226399e-09,"NS"
"648",1023483,200001,88,206,"E-10",69322,1,90,107,2,NA,NA,NA,554,NA,NA,"2000",1.95424250943932,2.74350976472843,4.49980967033027,6.31716468674728,7.56841183969321e-07,"NS"
"650",1010687,200001,89,11,"F-12",69322,1,90,NA,2,NA,NA,NA,556,NA,NA,"2000",1.95424250943932,2.74507479158206,4.49980967033027,6.32076829425058,3.32141170266492e-06,"NS"
"653",1063177,200101,88,12,"I-12",69322,1,90,NA,2,NA,NA,NA,584,NA,NA,"2001",1.95424250943932,2.7664128471124,4.49980967033027,6.36990098282823,0.000219314124129339,"NS"
"655",-4092,200801,89,7,"I-14",69322,1,90.1,NA,2,NA,NA,NA,576,NA,NA,"2008",1.95472479097906,2.76042248342321,4.50092016461429,6.35610766069589,0.000104474940271908,"NS"
"657",-13942,201501,162,24,"J-10",69322,1,90.1,NA,2,NA,NA,NA,588,NA,NA,"2015",1.95472479097906,2.76937732607614,4.50092016461429,6.37672694789863,0.000245210298830652,"NS"
